TEXT	SENTI
宵夜只有肉包跟紅茶，建議可以更豐盛	0
位置不好找	0
隔音稍稍不好~冷氣設備有點大聲~但尚可接受!	0
由台東火車站前往民宿指示稍欠不足。由於台東觀光夜市與民宿距離甚遠，要留意公交客運車往返時間。	0
離市區很近，交通便利，房間整潔乾淨	1
磁磚不平	0
有小黑文	0
真的很ok的 親子房 豪宅型的住宿 親民的價錢   孩子很 開心 超推的	1
淋浴水壓不足 隔音不好	0
早餐不是無聊的buffet是在地特色飯包。	1
民宿老闆很熱情招待我們，還分享了台東許多美食與美景，很推!!!!	1
隔音效果不大	0
服務親切，環境清幽乾淨	1
交通方便，附近商店很多。	1
每間沒間都有不同的特色，老闆很親民，房子外還有一小片落羽松可以觀賞。	1
在網路上訂的時候，沒有事先標記是ng房，因此半夜有樓下卡拉okay的聲音，很吵	0
早餐不錯 床舒適	1
房間費用不貴，房間乾淨舒適	1
早餐普通 入住時間21：00太晚與價格不成正比	0
地點絕佳，設施新潁~服務人員也很親切	1
房間內的WIFI訊號不好，基本上都連不到，倒是一直搜尋到二館的WIFI 但無法連	0
廁所洗手檯水壓有點不穩定，房門很輕隔音不是很好。	0
乾淨.漂亮.舒適	1
與其他康橋設施比起來差很多,尤其是點心部分	0
外觀老舊，設備不求美觀與質感，有些可惜	0
CP值不高	0
乾淨整潔服務生都很親切有禮	1
床上會有一些毛絮不過不是什麼大問題👍	0
地段太偏遠了 地圖找不太到	0
早餐好吃，素食選擇也很多樣	1
過年期間以這個價格訂到房間，非常物超所值!!  交通也很方便，早餐也很有水準， 這趟旅程很開心^^	1
提供附近的摩斯漢堡簡易早餐，要等20分鐘以上，還是自己花錢較多種選擇。	0
服務態度	1
沒有第四台只有MOD、蓮蓬頭水量不大、枕頭有點硬	0
房間大，設施新穎，風格簡單舒服，老闆人不錯，民宿內的貓咪很可愛。	1
員工非常親切，也很有愛心，大廳給人很舒服的感覺，八樓還有一個公共空間，提供免費茶水飲用。	1
床墊很舒服，睡眠品質很好。 老闆娘超親切，冰箱內的水梨好好吃！	1
游泳池好榜	1
地點很好, 1分鐘行至7-11 和小販檔, 茶水間都有24小時小食飲品供應	1
早餐很多樣	1
裝潢有點陳舊	0
洗手台下方骯髒，都是牙膏蓋子，雙人床中間走道沒清乾淨，鏡子正對睡覺床鋪，	0
房間相當寬敞，明亮，床很舒適，有按摩浴缸 還有附設一台洗脫烘，相當方便，適合住宿多日的旅人 鄰近公益路美食商圈，相當便利	1
早餐不錯	1
很值得入住的一間好民宿	1
停車位不足，空間狹，隔音差，氣味糟!!	0
早餐好吃	1
單床雙拼成大床	0
我們房間的窗戶是靠馬路 且是主要幹道 隔音不是很好 淺眠的人不考慮哦...	0
隔音效果不是很好、吹冷氣時會有煙味…	0
環境很不錯，風景漂亮，晚餐吃好飽！隔音不錯	1
早餐豐盛, 服務親切	1
早餐種類太少	0
三溫暖太簡漏，健身房可以再提供水和毛巾	0
隔音較不好，晚上走廊或隔壁音量太大會影響休息。	0
令人舒適貼心的服務	1
距離火車站比較遠	0
停車地點太遠	0
客房電視有點小、 馬桶不是電動的...	0
一切都好，就是沒有停車位要自己想辦法	1
不知道為什麼露天溫泉會讓皮膚滑滑 覺得有泡湯的感覺 泡腳的也會 但就是房間內的浴池水不會  感覺很像在家泡澡	0
位置好 房間舒服 服務人員很棒 餐點真的真的很好吃	1
隔音較差	0
團體多人不太適合	0
早餐好吃，老闆娘很親切，狗很可愛	1
門卡插在電源的情況下似乎不能再用另外一個門卡開門	0
員工態度親切 早餐多樣化 好吃 房間大 很舒適	1
環境太複雜	0
便宜 乾淨 地點好 又有免費停車場	1
客廳很小，而且床在上方沒法躺著看電視，礙於空間也沒辦法	0
地點超方便	1
價格 早餐 服務品質 房間整潔	1
馬桶的位置很尷尬 面對著一堵牆 腿長一點就會頂住 浴室和洗手池的水壓太大了	0
管家服務超好和貼心。 完全照顧客人。 離火車站很近，附近也有很多吃的地方。	1
舒適安靜又好停車	1
房間乾淨	1
煙味太濃；環境複雜	0
廁所略小 棉被略臭	0
房間其實無法真正睡兩大跟兩個學童，應該誠實告知	0
價格實惠，地點機能便利	1
床很好睡.地點佳	1
早餐味道可以, 另外, 任何時候都有汽水、咖啡、奶茶、麵包供應, 地點就在重慶南路附近, 適合喜歡逛書店。	1
房間有點小、無衣櫥可置放行李	0
有游泳池更好	0
沒招牌、有點難找	0
沒有提供飲用水	0
除經濟實惠，附近的溝仔尾社區充滿故事，住這裡相當適合夜間散步，還有許多可愛的咖啡廳或點心店，附近還有鐵道文化園區可拍照。	1
電梯真的有點慢	0
雖然走廊聲音房內收音清楚，但晚上睡覺沒什麼雜音	1
床木鬆脫、冰箱聲音很大	0
乾淨，服務佳，值得推薦。	1
安全，舒服，方便，乾淨。	1
房間相當舒適，整體住宿感覺很好	1
床很好睡，景觀看出去很漂亮	1
衛浴排水稍差	0
飯店整體很精緻, 早餐很豐富中西式都有,最喜歡的是優格和自製的果醬	1
價錢太貴。附近有很多十分好又便宜得多的民宿。日本餐廳的質素比以前差了。	0
無意見	1
隔音稍差，房間不大、枕頭不好睡	0
有吵雜噪音 隔音不好	0
浴池很大	1
浴室沒有可以放換洗衣服的地方	0
可悠閒的休息, 對著美麗的湖, 坐在露台, 喝一杯飲品, 可說笑說足一個晚上。	1
空間非常大，服務態度一級棒，連我父母都很滿意！！	1
冷氣很舒適，雖然是噪音房但樓下KTV不會很吵，但隔壁房很吵，大學生玩撲克牌.大聲喧嘩，還好立刻mail反應時有人員去勸導	1
早餐餐具收太快	0
沒有電梯	0
吃東西很方便…且環境整潔	1
環境清潔、舒適，房間隔音效果佳、安靜，有機會還會再入住！	1
沒有滿意的地方	1
使用Loccitane沐浴露、洗髮用品等	1
早餐簡單，管家親切有禮，床鋪柔軟舒適，房內空間乾淨整潔，一切都十分舒適美好 :)	1
地點很好而且還有供應點心，下次還會入住	1
房子很新,擺設附有設計感,老闆好相處,早餐精緻好吃,擺盤漂亮	1
燈光有點太暗，椅子有點不舒適	0
環境非常乾淨！	1
沒有	1
早餐優	1
環境很好床很舒服	1
位置	1
床墊偏軟，室外的停車場比較好停車，地下室停車場滿窄小的，開車要注意	0
完全沒有	0
早餐晚餐豐盛，棉被舒服	1
裝潢簡單乾淨。整體舒適明亮。	1
位置好 ，房間大	1
浴室沖澡的地方局限受控，較不方便。	0
早餐很棒，晚餐要自費但是非常推薦，都是在地食材，而且很健康清爽	1
價錢調整的太快 兩年前還是700現在都已經調到1680	0
隔音太差,已入住兩次,但容易受到隔壁房客的笑聲及電視聲影響	0
服務人員真的很好	1
接待人員很有禮貌 很貼心的服務和提醒  房間很乾淨舒適	1
員工態度親切。	1
樓層太低壓迫感太大，各樓層太陰暗，晚上12:00過後沒熱水，有客人再大廳抽菸	0
地點超好，下樓就是夜市	1
服務態度佳、親切	1
地理位置，房間小巧舒適，不會有很大壓迫感	1
和捷運站的距離很近	1
離南港車站近	1
停車場很小，很難	0
4人房住二天，第二天，有浴帽.曠泉水沒有補	0
交通方便，有輕軌C8站可以搭乘	1
除了沒有提供早餐外；室內設備；很有家的感覺；市景很漂亮	1
高樓城俯瞰高雄城市夜景	1
超棒	1
床好睡；進入住宿區即換拖鞋較乾淨	1
床很大很舒適、房間乾淨	1
無	0
浴室比較小	0
地點接近台北火車站，走路就可以到，附近買吃的很方便，以這樣的價格來說，算是物超所值。	1
隔音很差，半夜還有人拖著行李箱走，非常大聲又清楚。開關門的聲音也是很明顯。早餐很普通普通。	0
服務好 餐好吃	1
住宿的床鋪舒適 環境乾淨 服務態度佳	1
早餐是我住過的民宿以來，最好吃的！ 還有免費腳踏車借騎，超棒！	1
整體來說乾淨舒適，早餐很好吃	1
地點很方便	1
廁所漂白水味道太重	0
不喜歡房間煙味很重、電視畫質很差	0
都很好	1
床太軟..熱水不夠持久	0
廁所有點老舊	0
地點不錯	1
不僅附茶包，居然還有小餅乾，一進房看到桌上一盤蘋果😂入住時剛好遇到萬聖節活動送禮物，廁所居然有免治馬桶～	1
很棒	1
服務態度令人讚賞!	1
房間設備簡潔舒適	1
四人房的空間大，裝潢簡潔但又不失設計感，原本因為擔心插頭不夠有帶延長線，不過後來才發現擔心是多餘的，房間明亮，地點嘉	1
房間稍小，床稍硬了點	0
環境乾淨，餐點多樣與物超所值	1
三人房的空間還滿舒服的。	1
環境整潔	1
晚餐不錯	1
停車極度非常不方便，雖有停車場但太晚回飯店沒有車位，停車場的動線也極度不好	0
早餐還可以，房間很舒適	1
乾淨。舒適。服務親切 早餐。泡麵。好吃豐富 地點。環境。方便快捷	1
書桌的椅子嚴重發黴，這衛生沒注意到太可惜了	0
乾淨	1
隔音不佳、浴室很小、早餐選擇不多、旅店周遭環境較為複雜	0
隔音不好.走廊談話聲清晰可聽 浴室沒乾濕分離... 馬桶阻塞.. 半夜樓上地板傳出聲響持續約有30分鐘......	0
床很大很舒服~離捷運站很近	1
很特別的太空倉，拉上簾子後，就是自已的小空間。值得下次再去住宿~	1
房間、浴室乾淨整潔	1
浴室沒有鏡子較不方便 因雙人床是兩張單人床病床，所以滾動的話可能會越睡越開掉進縫裡。 櫃台看起來心情不太好。	0
清潔尚可，一進房地上有頭髮	0
浴室淋浴間 排水不涼，電視聲音功能故障，聲音無法連續，且隔沒多久，就沒聲音	0
感謝老闆娘，將原本4人床特別優惠成6人床，中式早餐吃的飽，還有野生愛玉可以喝，真是物超所值，感恩！	1
人員服務和禮貌	1
老闆親戚  貼心提供早餐 房間大且舒適 民宿狗狗很可愛	1
有洗衣機超讚	1
停車問題，主體建物的停車場太小 外圍停車場晚上沒有人 建議至少有一連繫方式	0
5樓一出電梯就有霉味混雜煙味，還好房間內不會。早餐很陽春，不難吃，但選項少	0
床睡起來滿舒適，寢室內有衛浴且含早餐這個價格很佛心，認識新朋友的好地方。	1
早上8點隔壁棟的壓縮機或抽油煙機會開始運轉，有點吵，很難睡覺。	0
早上被吵醒	0
床很舒服、在等待入住的時候櫃檯的香氛很讓人放鬆	1
床墊太軟	0
乾淨舒適 交通便利	1
隔音不太好 有點吵	0
B1休息區地毯及兒童遊戲室清潔度尚待加強。	0
位置方便	1
可惜只住一天	0
房間非常乾淨，陽台視野不錯。早餐相當豐盛，老闆相當熱情。	1
地理位置好，近遠企，附近餐廳、bar很多，很不錯的旅館。	1
一進房間潮濕味道很重	0
搭配中式稀飯部份，配菜可再豐富，多元些。	0
交通方便，房況佳，早餐好吃	1
舒適的小空間	1
景觀不錯	1
房間雖然乾淨,但整體感覺有點舊.	0
整潔度超差、實際與照片不符、衛浴設備老舊	0
位置比較偏僻，不方便尋找。房間沒冰箱， 游泳池水位太低而且太小。	0
很舒適 因為所需房型不夠直接幫我們升級👍	1
舒適	1
預訂房間網頁並未提供飯店電話，有疑問無從詢問，煩請booking網頁加上飯店電話	0
服務好、整潔、價錢合理	1
床很軟很好睡，房間溫馨又乾淨！我覺得很棒	1
11：00退房希望可以到12：00	0
交通方便 位置好 乾淨	1
房間內的空間設計舒適，浴廁、床、桌等安排都很適當！	1
Wifi 訊號強但是不太能用	0
房間不大	0
員工	0
房間太小、沒有附停車格	0
希望早餐多樣化	0
早餐選擇有點少。	0
有提供嬰兒澡盆	1
服務態度很好	1
房間舒適	1
各方面都好！床好舒服	1
有两只猫咪！很可爱！房间很漂亮	1
酒吧的酒普普	0
環境舒適，房間風格很好，重點價格漂亮	1
早餐量很足，清潔人員很好	1
剛進到浴室就看到洗手台上有頭髮	0
地点太适中了！去哪里都方便	1
隔音效果非常差,並且半夜牆壁夾層中還發出怪聲吵了一整晚	0
早餐可以自由點餐不錯吃~ 小朋友很愛滑梯 若是大朋友 真的 很適合二個家庭一起去 小孩會玩瘋	1
職員人人都好友善親切   樂意為你解答無不耐煩	1
房間寬敞，還算安靜	1
房間有蟑螂，門下居然有7公分的空隙	0
乾淨整潔	1
聽得到隔壁房關門超大聲	0
房間的浴室太小，臉篷設計在外面很怪	0
室內陳設精緻	1
床有一點硬	0
沒有	0
交通便利，羽毛被舒服。	1
服務人員親切熱忱	1
房內有電影可看	1
利用網路訂房 到現場辦理程序有點久	0
用餐地點應該改善	0
其它房隔局還可以  我們那間剛好靠轉角有點小 廁所緊臨床舖 不過剛好有旅遊補助就不計較太多了	0
房間不夠溫馨	0
餐點	1
沒有	0
交通方便	1
單人間不是睡架床就要睡地下，沒有心理準備	0
早餐9:00才有 有點晚 妨礙到了行程	0
早餐很棒	1
設計/整潔	1
早餐很棒	1
停車位少的可憐，我們找了40分鐘才找到車位。	0
建築很有風格，沒有太多的華麗包裝。 環境很清幽，適合放鬆輕旅行的好地方。	1
主人親切住房舒適	1
臥室空間大，裝潢素雅用心，環境乾淨整潔。	1
一點都不滿意	1
沒有拖鞋、被子不夠厚	0
剛好我入住的房間浴室裡頭的洗臉盆底下篩子故障,很難使用,這是唯一的缺點...	0
員工態度親切，雖然沒有提功休旅車可停的停車場，但是知道我們停在付費停車格，很貼心的要幫我們繳費呢！	1
吹風機用一下就壞了。引用水太少	0
早餐的部分 比較差一點 希望能改進西餐的部分其實多一點麵包果醬咖啡好喝一點就好	0
經濟房位置在櫃檯旁，和鄰房的隔音牆效果頗差！	0
空間太小	0
離巨蛋很近，交通方便	1
有停車場可以停，只是格子有點小。	1
環境整潔，空間舒適，住宿有包含自助早餐，會想再度入住。	1
態度佳	1
雙人房的床很大很舒服 房間雖迷你但處處可見設計的巧思 一樓提供的咖啡和奶茶都很好喝	1
就是用餐普普囉	0
無	0
地點方便	1
剛好住到房型有點小的，但床位的設備不錯 櫃子裡還有鏡子真不錯	1
洗澡蓮蓬頭的水力有點小……	0
沒有	0
房間舒適明亮，地中海風villa佈置雖簡單但很棒	1
增加早餐種類	0
地點不錯，對面有全聯很方便 有停車場，但位置有限	1
床舖太差 屋裡多塵	0
電視台都是內地頻道，蓮蓬頭無沖力，熱水忽冷忽熱	0
沒有	0
乾淨又新，戲院在樓下方便。地鐵走一小段。	1
有接駁車到逢甲夜市，非常好	1
清潔非常整齊乾淨又快速👍	1
室內走廊空氣清新剤太多	0
早餐很豐盛，房間乾淨舒適	1
乾淨	1
環境噪音隔音不好，早餐普通	0
床頭罩是髒的 桌椅都是灰塵 天花板的燈還會爆（雖然是塑膠的沒危險性但爆的一聲被嚇到）	0
大體上還不錯	0
房間乾淨，佈置高雅整潔	1
床頭很多蜘蛛網，蜘蛛絲	0
停車方便	1
地板不乾淨 冰箱太吵	0
浴室稍顯狹小，但以這個價格來說非常優質了！	0
房間乾淨 位置方便	1
沒有雪櫃，	0
早餐ok	1
整體很舒適	1
住宿的那間房門需非常用力關上才會自動上鎖，但服務人員說是多加隔音條的關係 浴室沒有乾濕分離	0
早餐一般般！不好吃	0
一個人住很舒適。室內很乾淨。共同環境很有設計感，很棒哦~	1
很不錯喔謝謝	1
新穎有設計感，空間寬敞	1
闆娘很棒..老公說下次還要再去住..雙寶也喜歡	1
櫃台態度良好，有問題也不會多加過問立即處理	1
環境整潔乾淨	1
洞窟溫泉太小，水溫稍高。	0
地點好，乾淨衛生，免費咖啡等飲料非常貼心！	1
空間很大，物超所值	1
很棒的一間住宿	1
很舒適,很乾淨,無煙的環境很好	1
服務好 環境好	1
床鋪彈性剛好，非常舒適	1
早午餐現做好吃(到12點很棒)	1
服務人員很親切~ 房間很乾淨也很舒適~ 精油聞起讓人感到很放鬆~ 浴缸也非常喜歡^^	1
乾淨且人員非常熱情	1
服務態度很好	1
地點近夜市	1
不適合帶大行李！走路需要15分鐘	0
CP值高，浴室寬敞，有提供洗衣機非常方便。	1
民宿主人很貼心，前一天即傳簡訊告知會前往車站帶我們到住宿地點，並且協助我們租車，房間也很簡單乾淨。	1
接待櫃檯親切，房間Cp值高！	1
希望枕頭可以一個放在偏軟，但每個人喜好不一樣	0
離捷運較遠	0
我入住的的雙人床間，但是可惜是由兩張單人床併在一起，因此中間會有一個凹陷。	0
隔音不大好.....	0
員工非常親切友善、入住時櫃台介紹非常詳細、地點很好就在園區內、	1
須要再用心。	0
浴室很小	0
沒有不滿意，	0
地點近瑞士小花園，上去清境或要走附近的步道都很方便。服務人員很親切。	1
覺得打掃牌很棒，創意小物的感覺！	1
附近比較不好停車,已開幕有一段時間,沒有刷卡,只有收現金.網站上建議再提醒客人. 退房時間有點早,只到10:30.	0
房間清潔度	0
巷子巷弄內   比較不好找  也不好停車	0
服務生有禮貌	1
乾淨	1
服務不錯隔音差這點我個人不會很介意 很舒適的空間	1
溫馨	1
感謝熱情的招待唷！！	1
早餐選擇多樣美味，值得再訪。	1
地點方便，走路可到神農街國華街等地方。早餐簡單但很夠吃。	1
房間很乾淨，也很舒適	1
房間內燈光可再明亮點會更好	0
空間寬敞，佈置美麗！	1
浴室蓮蓬頭的水無法調至適當水溫 不是太熱 就是完全沒熱 其它都還不錯.	0
被套要洗乾淨一點。	0
窗戶很小。沒有附帶停車設施。	0
乾淨的環境，親切的主人，貼心的服務，你還有什麼好嫌棄的呢?	1
早餐很好吃	1
位置方便，離台北車站近，交誼廳設計的很漂亮，房間乾淨。	1
整體來說很乾淨	1
有院子	1
房間設備老舊，有霉味 無停車場，但有代客泊車	0
老闆蠻親切的，房間也蠻乾淨的	1
隔音不佳  建議房間假裝掛勾及衣架	0
沒有窗戶	0
非常好	1
房間內空間小，床擺設可能是臨時加上	0
價錢便宜，床很舒適，也有停車場，地理位置也不錯，是個值得推薦的飯店!	1
地點很好，附近相當便捷	1
房間設備、空調聲音過大。隔音不是很好，走廊有人說話，在房間聽到的聲音會擴大，影響睡眠。雙人床偏小。	0
都很滿意，唯一的小小缺點是房間小了點，住雙人房兩張單床只剩一個人走的寬度,20吋行李箱也無法攤平😂😂	0
員工態度很棒也很熱情	1
沒有  離捷運站有點遠	0
房間舒適 地點佳又便利	1
房間舒適,有大浴缸,冷氣充足	1
大廳	1
最喜歡早餐，非常多樣選擇，佈景是美美的乾燥花	1
早餐不好吃，櫃台會一直打電話給房客，很容易被打擾	0
早餐可以再豐富一些 早餐員工服務很好。	0
早餐好吃 位置不同於七期 有不同的感覺 雖沒有porter 但是有推車很方便	1
門一打開有點潮濕的味道～ 開了冷氣就好了！	0
很乾淨，廁所很大乾濕分離很棒	1
老闆的服務態度非常好 早餐好吃 地點好 房間大而且乾淨	1
地點方便，對面就有停車場（要付費）。	1
若有合作停車場會更加方便	0
舒適	1
裝潢很有風格 床墊跟枕頭都很舒適 行李放置空間在床位附近且有密碼鎖	1
服務好	1
早餐真的多樣化	1
早餐很好吃，老闆很親切，房間也很乾淨，值得再來一次	1
浴室沒有乾濕分離	0
工業風書桌椅子太冰冷...	0
物超所值 会再度光臨	1
房間有點小，隔音不太好	0
整體設計	1
沒有足夠的停車位	0
1.早餐好吃 2.酒店地點好，到哪都方便	1
沒早餐	0
床好睡	1
房間面向日月潭，非常美！ 我們同行有位身障者，飯店服務非常周到，親切！	1
地點吃,交通便利	1
按摩浴缸	1
早餐不錯	1
床單乾淨舒服	1
都很好	0
餐廳不大，因為是周六早，房客人多，所以早餐幾乎都見底，沒吃飽	0
早餐ok，床很舒適	1
停車場位置不足，但仍可接受	0
浴室浴簾太短，水會濺溼地板。衛生紙擺放太遠，如廁不方便。 水龍頭容易漏水。	0
這間飯店提供的早餐很豐富,房間很舒適...	1
4人房只給停1台車 還怪說沒事先告知	0
房間外陽台容易有灰塵,建議清潔並放置拖鞋.	0
位置好 旁有捷運交通方便 房間設備好	1
早餐很棒，設施都很好	1
當時房間開空調就有刺鼻異味	0
服務人員非常親切，熱心介紹周邊景點與店家	1
位置，	1
早餐好吃	1
位置蠻方便的	1
房間乾淨、舒服	1
很乾淨舒服 價格也合理	1
笑容	1
床非常大又舒服	1
早餐好吃	1
簡單的自助早餐，菜色少，座位不多，早一點吃比較有位置。	1
員工都非常親切，一樓給孩子的設施很貼心	1
床墊似乎有塵蟎未清潔，以致於另一半有過敏的症狀出現，幸好有自備藥品緩解症狀	0
環境自然	1
房間乾淨、早餐豐盛，CP值高，願再回住。	1
早餐不錯,交通方便	1
床很舒服 但房內沒有窗戶 待久有點壓迫感	0
房間和浴室明亮.早餐非常好且多變化.服務人員很親切.總體而言事物超所植的.	1
早餐份量不夠!	1
服務很好	1
地點方便 在台中火車站旁邊 適合搭大眾運輸的旅客	1
枕頭有點軟	0
地理位置很方便，住宿的空間整潔也都很好，服務人員態度良好	1
Wifi找不到住宿這棟的，訊號會斷。	0
床很好睡，浴缸很乾淨 房間夠大，很舒適 停車位很多，很方便  大廳非常有特色	1
服務人員親切又很有禮貌。	1
單人房空間蠻小的，跟想像中有落差	0
空間設計很好 床很舒適	1
貓咪很可愛	1
員工服務態度挺好，主動幫手拿行李上樓梯 附近有7-11，挺便利！	1
床很舒服，櫃檯很親切，打掃很用心	1
房間很乾淨，整理房務的大哥大姊很認真，早餐供應的時間很不錯，用餐環境感覺不錯很悠哉。	1
從大廳到房間簡約設計風格，有電梯對有寶寶的我們非常方便，房間乾淨舒適，有自家停車場。臨近火車站。近市區採購名產吃小吃。	1
床大又舒適	1
服務良好，賓至如歸	1
早餐不錯中西都有	1
燈光有點暗	0
服務人員態度100分，無可挑剔	1
床很舒適	1
地點很好，就在火車站前，非常方便；混合房的個人床舖還算大。服務人員頗親切，印象還不錯。	1
wifi不順利，沒有電視	0
早餐很難吃，沒得選擇	0
老闆娘的真誠的熱情和態度 完全賓至如歸	1
房間超小	0
房間小了點	0
地毯感覺不是很乾淨	0
很早就出門了，早餐沒吃到。 床很舒適。	1
廁所和浴室好遠	0
還有遺留上個客人的寶特瓶	0
沒有哪!	1
床太軟，腰痠背痛。冷氣只能調強弱不能調溫度，太冷了。被分配到邊間，房間狹窄，不好活動。	0
空間有點狹小	0
非常舒服，很棒的民宿	1
門鎖有點難用 枕頭有點硬	0
停車場	0
酒吧whisky，不好喝	0
不是每間房間 但是我這次剛好住的那間有煙味	0
房間太小	0
交通方便	1
早餐很棒， 種類多又很美味。 我們又享用了兩晚晚餐， 山珍海味， 是老饕的首選。	1
洗澡的地方好像久失修的樣子	0
讚	1
整體感覺 棒  離逢甲近	1
房間清潔	1
老闆親切。	1
乾淨，離逢甲近	1
床	1
房間隔音稍差。於806房入住兩晚，空調調節溫度自動關閉啟動的聲音十分大聲。	0
很超值的選擇	0
烘衣機時間過長，烘了40分鐘還未乾	0
隔音效果	0
四人房非常舒適，我們入住有小沙發的房型，空間寬敞，又有浴缸泡澡超棒~樓下有戲院和大創，走出旅店就是夜市，吃喝玩樂很方便	1
有自助洗衣及烘衣，很方便。	1
服務態度	1
可以刷卡付費冷氣強	1
從地理位置到入住體驗都很棒～有機會來高雄的話還會選擇這裡～	1
都還不錯!但就是隔音真的太差了.........	0
附近生活機能良好	1
整體乾淨舒適，服務親切有禮！	1
無	0
在墾丁大街上超方便的！	1
員工服務	1
環境乾淨又有附早餐，盥洗室與房間是分開，睡的很舒服，離台東夜市很近，下次來台東會再來入住了!!! 謝謝	1
停車位數量略嫌不足,但飯店會吸收路邊停車的費用,揪甘心~~~	0
因去爬山忘帶頭燈，老闆娘熱心地借一個給我，下山時還免費盥洗，揪感心	1
提供的毛巾有異味	0
早餐很豐盛, 有多樣選擇	1
地點佳 出入方便 服務不錯	1
服務人員親切，幫助處理相關事項。	1
早餐還不錯～樣式多	1
早餐選擇多，會送到房間門口。沐浴乳跟洗髮精是上山採藥	1
早餐不如預期，房間隔音影響睡眠品質，蓮蓬頭水流很細，出水過熱需技巧性調整	0
浴室窗簾關不密 淋浴水會濺到房間內 冷氣跟冰箱超吵 梳妝台跟浴室沒有鏡子	0
服務員很親切 早餐很特別	1
環境有待加強	0
波蘿麵包好吃	1
老闆  員工都很親切  非常好 而且這裡適合帶寵物來跑跑跳跳的  很空曠 空氣很清新  非常喜歡♥	1
沒有	0
價格便宜、空間大、床大、早餐讚	1
櫃台人員笑容滿面，很親切 房間雖小，但五臟俱全	1
在山區蚊子難免會多一點	0
1樓Labby的check in人員說明不清楚，沒有說明早餐用餐處	0
服務親切	1
早餐多樣化，床很舒適	1
房間很舒服，有浴缸有蒸氣室很舒服：）	1
都很好	1
每天的早餐都吃一樣的之外其他都很好	0
房間太小 浴室無通風	0
服務人員超親切	1
預先設定消費卡款~	0
房內的陽台躺椅,沒有清潔,要躺的時候自行擦拭還有藍色脫漆 庭院內吃早餐的帳篷,有點舊也和民宿很不搭,建議可以重新整理	0
服務人員都好親切	1
早餐好吃，有變化！地點極佳，工作人員態度親切誠懇！	1
洗手盤在洗手間外，很嘈。	0
房間乾淨整齊，和官網放的照片完全沒誤差，床很舒適，老闆人很熱情，停車也方便，覺得非常物超所值！	1
吹風機過熱無法使用，可再加強~~~早餐部分種類似乎可再多幾樣，讓客人有更多選擇。房間隔音不太好，附近房間敲門聲聽的到~~	0
交通便利，早餐豐富	1
空間寬敞舒適、臨近許多知名小吃	1
乾淨度 舒適度 馬桶	0
離捷運有些距離	0
除24小時飲品，若再提供免費自助麵包多士更好！	0
要自備毛巾	0
地方方便 離市區很近~只要騎腳踏車 哪裡都可以到	1
週末要晚上七點才能入住，很不方便	0
房間很大，很舒服	1
二樓自助餐廳冷氣很不涼、晚餐種類不多，真的是這次旅行的小缺點！	0
check out能12點就完美了	0
1.床邊有櫃子很棒 2.員工親切	1
淋浴水壓太小。 隔音不是很好，可以聽到隔壁房的鬧鐘聲。	0
住宿環境乾淨舒適	1
早餐餐點好吃，有變化。房間空間大，床鋪軟硬適中，好睡!	1
地點	1
早餐及夜宵都有水準。有自助洗衣設備供客人使用，此服務非常貼身。飯店地㸃交通很方便，只要出飯店向前橫過馬路後便到達捷運站。	1
離捷運站沒有想像遠，附近有星巴客、晴光市場跟鬍鬚張，房內一天還提供兩瓶礦泉水	1
不知道是不是剛好遇到巔峰時段，洗澡熱水不夠熱，水流也很小	0
環境非常乾淨舒適，房間和大廳的佈置很溫馨，接待人員親切有禮。	1
床底下有一點灰塵	0
當晚入住的609號房有點潮濕霉味.	0
被單清潔不足，蓋了發癢，空調太吵	0
服務人員態度友善	1
早餐好吃，床很舒服	1
房間有蚊子，有灰塵	0
冷飲品選擇希望多點	0
民宿乾淨設備新，房間空間寬敞，價格算合理	1
浴室內沒架子放衣服，洗手槽太淺一直噴出來	0
房間 大廳 交誼廳 都很棒 住起來很舒服	1
停車位不足、房間空間小、沒沙發、沒小夜燈	0
床單跟床鋪的清潔需要加強 連有血漬都不洗？感覺蠻噁心的	0
熱水壓力不足，室內停車位太少	0
停車位少，也沒特約停車場，自己還得付費停。	0
早餐還不錯,房間乾淨整潔	1
隔音有點不好但可以接受	0
設備、服務都相當好，還附早餐很不錯	1
無	0
nan	1
隔音不是很好，其他都ok	1
新、清潔、洗手間頗大	1
個人備品	0
廁所太暗, 整體比較殘舊	0
房間有點小而已，其他都還不錯	0
床墊軟了一點	1
人員友善，就在行天宮站旁，搭捷運方便，附近有很多好吃的美食。可停休旅車	1
有零食 水 茶包 飲料， 老闆細心 送我們去機場 舒適 像家一樣 地點不錯	1
無	0
房內電視選擇過於單調	0
舒服又方便	1
位置佳	1
地理位置絕佳，機車有專屬停車場	1
浴室浴巾架有一點少	0
床只要稍微一動就晃的厲害 早餐有點廉價	0
空間寬敞舒適	1
很好吃的早餐. 床很好睡	1
希望早餐能有更多選擇。	1
飯店地下室的汽車通道可能規劃建造時設計的稍為小些。開車技術不佳的人轉彎時角度抓取要特別留意。	0
老闆非常熱心！	1
沒冰箱	0
價格合理、地點逛夜市很方便、可免費停車、房間乾淨	1
房間裡的按摩椅很舒服	1
客房無窗	0
漂亮的住宿價格、免費停車、附早餐，CP值很高	1
價實惠	1
交誼廳很棒， 氣氛很喜歡。	1
